fullpath,exe,length,crc,load_address,magicexe,magicload,magictext
A&b computing ($.A&B.csv)\AB107\$.BOMBRUN,16744491,4682,7306,16718080,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB107\$.TURTLEA,16744491,1664,6818,16718080,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB107\$.FINDSRC,16744491,1427,24207,16718080,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB107\$.SPEEDY,32803,3398,44236,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB107\$.MC2,16744491,174,45238,16715264,0,0,no match #1
A&b computing ($.A&B.csv)\AB107\$.MC1,16744491,118,40892,16715264,0,0,no match #1
A&b computing ($.A&B.csv)\AB107\$.ED1,16744491,4577,21051,16715264,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB107\$.MC3,16744491,167,27768,16715264,0,0,no match #1
A&b computing ($.A&B.csv)\AB107\$.MC4,16744491,206,8343,16715264,0,0,no match #1
A&b computing ($.A&B.csv)\AB107\$.MC5,16744491,730,59313,16715264,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB107\$.SCREEN,12288,7616,45007,12288,0,0,no match #1
A&b computing ($.A&B.csv)\AB107\$.!BOOT,16777215,19,49617,0,0,0,no match #1
A&b computing ($.A&B.csv)\AB107\$.HEADER,16744491,1584,36604,16719104,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB107\$.LAWNTEN,32803,7245,7707,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB107\$.GCOLDE1,32803,511,62291,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB107\$.GCOLDE2,32803,907,10410,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB107\$.GCOLDE3,32803,314,28188,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB107\$.MULTI1,32803,1126,48131,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB107\$.MULTI2,32803,2552,42367,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB107\$.MULTI3,32803,3959,44948,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB108\$.!BOOT,16777215,19,49617,0,0,0,no match #1
A&b computing ($.A&B.csv)\AB108\$.HEADER,16744491,1561,16317,16715264,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB108\$.KNIGHT2,32803,938,25312,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB108\$.KNIGHT1,32803,608,49915,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB108\$.PAGEMOD,32803,592,40392,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB108\$.SNAKES,32803,7324,40835,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB108\$.NOTEMAS,16744491,7427,21160,16715264,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB108\$.SCREEN,12288,7616,45007,12288,0,0,no match #1
A&b computing ($.A&B.csv)\AB108\$.KNIGHT4,32803,1130,57234,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB108\$.BASUTIL,32803,1859,14565,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB108\$.CIRC1,32803,205,31023,6400,32803,32803,Basic #2
A&b computing ($.A&B.csv)\AB108\$.CIRC2,32803,1777,37892,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB108\$.SNACKM1,32803,5104,30702,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB108\$.SNACKM2,16744491,5980,11833,16715264,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB108\$.EUROPE,32803,5825,52142,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB108\$.KNIGHT3,32803,1103,46154,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB109\$.HEADER,16744483,1553,15499,16719616,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB109\$.HAUNTED,16744491,4641,35741,16715264,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB109\$.SCREEN,12288,7616,45007,12288,0,0,no match #1
A&b computing ($.A&B.csv)\AB109\$.HEADER,16744491,1553,15499,16715264,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB109\$.!BOOT,16777215,19,49617,0,0,0,no match #1
A&b computing ($.A&B.csv)\AB109\$.WIGGLE1,16744491,1645,45419,16718080,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB109\$.WIGGLE2,16744491,4003,11352,16718080,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB109\$.DOMGRID,16744491,6690,39188,16715264,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB109\$.CREAPLO,16744491,3095,18385,16715264,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB109\$.WHEEL,16744491,669,57190,16715264,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB109\$.SINGALO,16744491,6990,16653,16715264,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB109\$.REGRESS,16744491,7166,43983,16715264,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB109\$.MONEYWA,16744491,8557,23091,16715264,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB109\$.REGPLOT,16744491,2809,11684,16715264,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB109\$.POOLS,16744491,13618,57118,16715264,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB109\$.TANKBAT,16744491,5301,26382,16715264,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB109\$.SPRITE1,16744491,3295,59529,16715264,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB109\$.SPRITE2,16744491,201,39489,16715264,0,0,no match #1
A&b computing ($.A&B.csv)\AB109\$.SPRITE3,16744491,3300,59160,16715264,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB109\$.SPRITE4,16744491,442,55726,16715264,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB109\$.EDUDOT,16744491,4184,35587,16715264,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB109\$.AYO1,16744491,2972,46785,16715264,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB109\$.AYO2,16744491,8427,37073,16715264,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB110\$.OLDENGL,32803,18232,25811,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB110\$.VIDEOTA,32803,7871,17386,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB110\$.SCREEN,12288,7616,45007,12288,0,0,no match #1
A&b computing ($.A&B.csv)\AB110\$.STARWAR,32803,6277,55522,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB110\$.CRUNCH,32803,3307,8776,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB110\$.PIXIE,32803,3192,48798,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB110\$.GAMMON2,16744491,6003,63914,16715264,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB110\$.TEXTMAS,32803,5272,60698,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB110\$.GRIDLIN,32803,6853,43547,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB110\$.BIGBEN,32803,2929,43636,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB110\$.GAMMON1,16744491,1785,12841,16715264,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB110\$.HEADER,16744491,1414,62636,16715264,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB110\$.!BOOT,16777215,19,49617,0,0,0,no match #1
A&b computing ($.A&B.csv)\AB112\$.HEADER,16744491,1372,20977,16715264,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB112\$.MENU_L,16744491,356,18756,16715264,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB112\$.!BOOT,16777215,19,49617,0,0,0,no match #1
A&b computing ($.A&B.csv)\AB112\$.MENU,32803,3956,56327,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB112\$.6845L1,32803,545,36006,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB112\$.6845L2,32803,472,6980,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB112\$.6845L3,32803,340,34053,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB112\$.LIFE,32803,2846,13541,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB112\$.CYCLES2,16744491,5109,56682,16715264,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB112\$.CYCLES1,32803,3294,8740,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB112\$.SCREEN,12288,7616,45007,12288,0,0,no match #1
A&b computing ($.A&B.csv)\AB113\$.SOFTKEY,32803,1308,31957,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB113\$.SAGENT3,32803,8061,36188,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB113\$.UPDEMO,32803,3754,5533,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB113\$.1984,32803,3445,33106,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB113\$.DECISIO,32803,5567,19782,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB113\$.MUSICA,32803,1938,32377,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB113\$.MOUSE2,16744491,4619,38425,16715264,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB113\$.NAMETHA,32803,1709,26125,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB113\$.MUSICB,16744491,4411,49721,16715264,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB113\$.DATA,16777215,9123,3168,0,0,0,no match #1
A&b computing ($.A&B.csv)\AB113\$.SAGENT1,32803,1766,29653,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB113\$.SAGENT2,16744491,7144,7669,16715264,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB113\$.FORMULA,32803,5444,26171,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB113\$.!BOOT,16777215,19,49617,0,0,0,no match #1
A&b computing ($.A&B.csv)\AB113\$.SCREEN,12288,7616,45007,12288,0,0,no match #1
A&b computing ($.A&B.csv)\AB113\$.HEADER,16744491,1504,7647,16715264,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB113\$.MOUSE1,32803,2160,57586,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB114\$.BRAIN1,32803,2021,26269,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB114\$.BRAIN4,32803,2145,47317,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB114\$.KEY_KEY,32803,1493,9826,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB114\$.HEADER,16744491,1364,16290,16715264,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB114\$.!BOOT,16731970,19,49617,17750,0,0,no match #1
A&b computing ($.A&B.csv)\AB114\$.KEYSTIK,32803,2343,46131,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB114\$.SOLARSY,32803,2838,30651,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB114\$.SCISSOR,16744491,8181,28387,16715264,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB114\$.SCISSO2,32803,7835,52763,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB114\$.SCREEN,12288,7616,45007,12288,0,0,no match #1
A&b computing ($.A&B.csv)\AB115\$.7SCROLL,32803,4528,35973,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB115\$.CALL7,10816,141,59945,10752,0,0,no match #1
A&b computing ($.A&B.csv)\AB115\$.BASICMA,32803,1775,33936,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB115\$.CAL7SRC,16744491,971,60864,16715264,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB115\$.SETUP7,16744491,2159,46721,16715264,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB115\$.7CONVRT,16744491,2808,54084,16718592,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB115\$.SCREEN,12288,7616,45007,12288,0,0,no match #1
A&b computing ($.A&B.csv)\AB115\$.CTRLS,32803,4574,53476,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB115\$.lister,2304,504,35692,2304,0,0,no match #1
A&b computing ($.A&B.csv)\AB115\$.PPLOT1,32803,2900,11279,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB115\$.PPLOT2,32803,4063,26516,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB115\$.HEADER,16744491,1598,55954,16715264,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB115\$.!BOOT,16731970,19,49617,17750,0,0,no match #1
A&b computing ($.A&B.csv)\AB115\$.COTTAGE,32803,4945,22640,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB115\$.DIAMOND,32803,18756,18814,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB115\$.PUNCTUA,32803,4931,41688,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB115\$.SPELLIN,32803,3700,17489,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB115\$.EPG,16744491,8229,43560,16718080,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB115\$.ALPHASO,32803,2767,42613,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB115\$.BINGO,32803,1370,8121,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB205\$.FILER,16744491,4884,45611,16715264,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB205\$.!BOOT,16731970,19,49617,17750,0,0,no match #1
A&b computing ($.A&B.csv)\AB205\$.LIST1,16744491,308,10837,16715264,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB205\$.DATAMOD,16744491,2067,45366,16715264,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB205\$.BREAKPR,16744491,1458,53452,16715264,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB205\$.BOLOAD,16744491,1487,37907,16715264,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB205\$.HEADER,16744491,1491,5139,16715264,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB205\$.SCREEN,12288,7616,45007,12288,0,0,no match #1
A&b computing ($.A&B.csv)\AB205\$.FNKEYS,2816,256,0,2816,0,0,no match #1
A&b computing ($.A&B.csv)\AB205\$.INTEGR2,16744491,2454,4405,16715264,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB205\$.INTEGR1,16744491,7570,30486,16715264,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB205\$.MAILIST,16744491,6768,43953,16715264,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB205\$.LIST3,16744491,75,52516,16715264,0,0,no match #1
A&b computing ($.A&B.csv)\AB205\$.LIST2,16744491,318,3916,16715264,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB206\$.RELOC,16744491,786,12434,16715264,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB206\$.!BOOT,16731970,19,49617,17750,0,0,no match #1
A&b computing ($.A&B.csv)\AB206\$.GLOBPIC,12288,20480,924,12288,32514,12288,Mode 2 screen #2
A&b computing ($.A&B.csv)\AB206\$.GLOBELD,32803,764,49780,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB206\$.CAPSLK,32803,1239,64939,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB206\$.ROME2,32803,1621,10964,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB206\$.ROME1,32803,924,20119,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB206\$.WALKPLA,32803,5728,36942,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB206\$.QMAN,32803,6681,16485,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB206\$.MASTERM,32803,3322,48658,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB206\$.SCREEN,12288,7616,45007,12288,0,0,no match #1
A&b computing ($.A&B.csv)\AB206\$.HEADER,16744491,1505,22907,16715264,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB206\$.RELOCLD,32803,149,44839,6400,32803,32803,Basic #2
A&b computing ($.A&B.csv)\AB206\$.COLMIX,32803,640,40442,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB206\$.PIXIFIX,32803,1746,42417,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB206\$.KEMOTE,32803,632,25294,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB206\$.TABLES,32803,2726,53654,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB206\$.GLOBE,16744491,6183,20447,16715264,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB207\B.ADVRUN,16744491,8708,37922,16715264,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB207\$.DOWNTOE,32803,5683,15086,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB207\E.ADVRUN,16744491,8705,21665,16715264,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB207\E.ADVDAT,16777215,8731,24300,0,0,0,no match #1
A&b computing ($.A&B.csv)\AB207\B.INIT,16777215,414,54369,0,0,0,no match #1
A&b computing ($.A&B.csv)\AB207\E.INIT,16777215,414,54369,0,0,0,no match #1
A&b computing ($.A&B.csv)\AB207\$.JINGLES,32803,4950,51242,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB207\$.XANADU,32803,128,33894,6400,32803,32803,Basic #2
A&b computing ($.A&B.csv)\AB207\$.HEADER,16744491,1358,39411,16715264,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB207\$.!BOOT,16731970,19,49617,17750,0,0,no match #1
A&b computing ($.A&B.csv)\AB207\$.SCREEN,12288,7616,45007,12288,0,0,no match #1
A&b computing ($.A&B.csv)\AB207\B.ADVDAT,16777215,12665,20401,0,0,0,no match #1
A&b computing ($.A&B.csv)\AB207\B.ADVGEN,32803,19809,8025,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB207\E.ADVGEN,32803,15842,20909,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB208\$.DIESEL,32803,7659,52493,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB208\$.SCREEN,12288,7616,45007,12288,0,0,no match #1
A&b computing ($.A&B.csv)\AB208\I.SYMBL,5376,1024,59836,5376,32519,31744,Mode 7 screen #2
A&b computing ($.A&B.csv)\AB208\C.SPACE,0,2450,44662,0,0,0,no match #1
A&b computing ($.A&B.csv)\AB208\C.BBC,0,2450,9552,0,0,0,no match #1
A&b computing ($.A&B.csv)\AB208\C.CAR,0,2450,5263,0,0,0,no match #1
A&b computing ($.A&B.csv)\AB208\T.DODO,22528,8640,63867,22528,0,32757,ScrLoad #2
A&b computing ($.A&B.csv)\AB208\T.PIRANA,22528,8640,49161,22528,0,32757,ScrLoad #2
A&b computing ($.A&B.csv)\AB208\T.SHARK,22528,8640,44806,22528,0,32757,ScrLoad #2
A&b computing ($.A&B.csv)\AB208\T.A&B,22528,8640,24183,22528,0,32757,ScrLoad #2
A&b computing ($.A&B.csv)\AB208\T.ARMS,22528,8640,16827,22528,0,32757,ScrLoad #2
A&b computing ($.A&B.csv)\AB208\T.ATPL,22528,8640,49915,22528,0,32757,ScrLoad #2
A&b computing ($.A&B.csv)\AB208\I.CHURC,23488,7360,8759,23488,0,32757,ScrLoad #2
A&b computing ($.A&B.csv)\AB208\T.CLASS,32803,3367,28178,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB208\M.PIC2,0,20479,43336,12288,0,0,no match #1
A&b computing ($.A&B.csv)\AB208\I.IKON,16744491,542,696,16718080,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB208\M.PIC1,12288,20480,13417,12288,32514,12288,Mode 2 screen #2
A&b computing ($.A&B.csv)\AB208\$.!BOOT,16731970,19,49617,17750,0,0,no match #1
A&b computing ($.A&B.csv)\AB208\$.LIST2,16744491,324,30103,16715264,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB208\$.LIST1,16744491,177,53719,16715264,0,0,no match #1
A&b computing ($.A&B.csv)\AB208\$.EVENT2,32803,1106,330,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB208\$.EVENT1,32803,895,45587,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB208\$.HEADER,16744491,1394,12586,16715264,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB208\I.CIRCT,23488,7360,31479,23488,0,32757,ScrLoad #2
A&b computing ($.A&B.csv)\AB208\C.CAD_PAC,32803,9047,29145,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB208\I.DIAGM,23488,7360,2815,23488,0,32757,ScrLoad #2
A&b computing ($.A&B.csv)\AB208\I.IKON1,16744491,8142,39372,16718080,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB208\I.IKON2,16744491,13126,46937,16718080,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB208\$.MOSAIC2,16744491,5246,3347,16718080,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB208\$.MOSAIC1,32803,2202,13374,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB208\T.KCB,22528,8640,23742,22528,0,32757,ScrLoad #2
A&b computing ($.A&B.csv)\AB209\$.EVENT1,32803,920,5759,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB209\$.ANDROID,32803,10701,59918,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB209\$.DEMO,32803,247,27515,6400,32803,32803,Basic #2
A&b computing ($.A&B.csv)\AB209\$.FIG3,32803,536,36967,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB209\$.FIG4,32803,566,7357,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB209\$.HEADER,16744491,1478,41907,16715264,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB209\$.SCREEN,12288,7616,45007,12288,0,0,no match #1
A&b computing ($.A&B.csv)\AB209\$.!BOOT,16777215,19,49617,0,0,0,no match #1
A&b computing ($.A&B.csv)\AB209\$.ALLY,32803,1356,20713,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB209\$.A_SRC,16744491,7171,6610,16715264,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB209\$.PALLY,16744491,4341,54437,16718336,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB209\$.CODE,12288,3584,60028,12288,0,0,no match #1
A&b computing ($.A&B.csv)\AB209\$.PACKER,32803,7311,12034,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB209\$.EVENT2,32803,1086,47363,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB209\$.CHEKSRC,32803,5429,61095,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB209\$.CHECK,3072,256,20939,3072,0,0,no match #1
A&b computing ($.A&B.csv)\AB210\$.!BOOT,16777215,19,49617,0,0,0,no match #1
A&b computing ($.A&B.csv)\AB210\$.EDGEDET,32803,3749,59494,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB210\$.HEADER,16744491,1318,63481,16715264,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB210\$.STORAGE,32803,3764,35076,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB210\$.CHECK,3072,256,231,3072,0,0,no match #1
A&b computing ($.A&B.csv)\AB210\$.SCREEN,12288,7616,45007,12288,0,0,no match #1
A&b computing ($.A&B.csv)\AB210\$.GARDENQ,32803,11120,53303,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB211\$.ADVGEN,16744491,8699,21750,16715264,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB211\$.TEXTGEN,16744491,6386,57299,16715264,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB211\$.COMPANI,32803,5422,21011,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB211\$.ARTOF3D,32803,2592,38187,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB211\$.HOBBIT,32803,1801,23817,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB211\$.FONT,32803,4093,29092,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB211\$.SCREEN,12288,7616,45007,12288,0,0,no match #1
A&b computing ($.A&B.csv)\AB211\$.HEADER,16744491,1507,63252,16715264,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB211\$.SUPERBU,32803,1962,36806,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB211\$.DDUTCH2,32803,4062,8806,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB211\$.CHECK,3072,256,231,3072,0,0,no match #1
A&b computing ($.A&B.csv)\AB211\$.DDUTCH1,32803,4532,41835,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB211\$.ADVRUN,16744491,8945,6792,16715264,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB211\$.WAITING,32803,5796,37173,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB211\$.!BOOT,16777215,19,49617,0,0,0,no match #1
A&b computing ($.A&B.csv)\AB211\$.MARKALY,32803,11095,34594,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB211\$.SRAM5,16744491,550,36332,16715264,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB211\$.SRAM4,16744491,255,27944,16715264,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB211\$.SRAM3,16744491,892,57609,16715264,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB211\$.SRAM2,16744491,251,10601,16715264,0,0,no match #1
A&b computing ($.A&B.csv)\AB211\$.SRAM1,16744491,1983,42760,16715264,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB212\$.BUFFER,32803,10879,48163,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB212\$.HORRORS,32803,5992,61991,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB212\$.SCRUGE2,16744491,5031,45184,16715264,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB212\$.HEADER,16744491,1527,47055,16715264,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB212\$.SCREEN,12288,7616,45007,12288,0,0,no match #1
A&b computing ($.A&B.csv)\AB212\$.F-111PG,16744491,5777,58404,16715264,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB212\$.TEMPLAT,32803,7074,56872,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB212\$.MULTIPU,32803,1504,41251,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB212\$.FLOOD1,32803,1765,53980,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB212\$.FLOOD2,32803,3707,29841,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB212\$.FLOOD4,32803,4398,3818,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB212\$.FLOOD3,32803,1913,37162,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB212\$.CHECK,3072,256,231,3072,0,0,no match #1
A&b computing ($.A&B.csv)\AB212\$.!BOOT,77361,19,49617,17750,0,0,no match #1
A&b computing ($.A&B.csv)\AB212\$.F-LOAD,32803,1912,7533,6400,32803,3584,Basic page=&E00 #1
A&b computing ($.A&B.csv)\AB212\$.SCODE,16384,2816,64413,16384,0,0,no match #1
A&b computing ($.A&B.csv)\AB212\$.SRC,32803,8432,62525,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB212\$.SCRUGE1,32803,1317,60870,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB301\$.SPEAK2,32803,6777,16454,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB301\$.SNAKE,32803,1984,1041,6400,32803,0,Basic #1
A&b computing ($.A&B.csv)\AB301\B.GHOSTS4,16744491,6357,44842,16715264,32803,0,Basic #1
